season,band,index,corr
JJAS,North,wvg2,-0.32804243985792264
JJAS,North,wvg3,-0.31932222937788834
ASO,National,nino34,0.10553421275853217
ASO,National,atl3,-0.12053512587000333
ASO,National,tna,0.14715173101275067
ASO,National,tsa,-0.046397856944607886
ASO,National,atl_grad,0.16511843049123806
ASO,National,iod_dmi,0.31932770816290795
ASO,National,wvg2,0.04897467146633208
ASO,National,wvg3,0.037587755358785946
ASO,South,nino34,0.3577825561162749
ASO,South,atl3,-0.24875763157336456
ASO,South,tna,0.15559777836141425
ASO,South,tsa,-0.13919106374242737
ASO,South,atl_grad,0.2386034283485295
ASO,South,iod_dmi,0.41658695849062494
ASO,South,wvg2,0.25922576525262625
ASO,South,wvg3,0.25731014442506606
ASO,Central,nino34,0.13722328018173346
ASO,Central,atl3,-0.1312175430955919
ASO,Central,tna,0.12515790199583265
ASO,Central,tsa,-0.07387869491458125
ASO,Central,atl_grad,0.16488018652625988
ASO,Central,iod_dmi,0.29490443338110145
ASO,Central,wvg2,0.09959857619373558
ASO,Central,wvg3,0.08545008127735955
ASO,North,nino34,-0.30193167338115273
ASO,North,atl3,0.11850253952644635
ASO,North,tna,0.07468218579397265
ASO,North,tsa,0.12108587666232741
ASO,North,atl_grad,-0.018913878028632026
ASO,North,iod_dmi,0.04121351742530548
ASO,North,wvg2,-0.28994571901121763
ASO,North,wvg3,-0.3048898360160444
SON,National,nino34,0.4649709937410061
SON,National,atl3,-0.22721004366679812
SON,National,tna,0.2284023915809859
SON,National,tsa,-0.13101544129064915
SON,National,atl_grad,0.3170469687219185
SON,National,iod_dmi,0.4950557209238582
SON,National,wvg2,0.4020010744693556
SON,National,wvg3,0.3849811841622426
SON,South,nino34,0.5744050914342849
SON,South,atl3,-0.30506261481191516
SON,South,tna,0.2643695262476471
SON,South,tsa,-0.1904970052362676
SON,South,atl_grad,0.39640129019649106
SON,South,iod_dmi,0.5255348987998535
SON,South,wvg2,0.49670950623671933
SON,South,wvg3,0.48221510086365715
SON,Central,nino34,0.3736221967254069
SON,Central,atl3,-0.1979419127418711
SON,Central,tna,0.2256517522130026
SON,Central,tsa,-0.09293431669806154
SON,Central,atl_grad,0.2855784184305106
SON,Central,iod_dmi,0.41792718305344917
SON,Central,wvg2,0.30937401992876823
SON,Central,wvg3,0.29510173834049774
SON,North,nino34,0.08350135329644219
SON,North,atl3,0.0509327088438365
SON,North,tna,0.032139468972682994
SON,North,tsa,0.041053786191717276
SON,North,atl_grad,-0.0004488406811034427
SON,North,iod_dmi,0.30694393195103126
SON,North,wvg2,0.09132444655613521
SON,North,wvg3,0.07039090148393826
OND,National,nino34,0.592953417088501
OND,National,atl3,-0.20461993976659837
OND,National,tna,0.11634841118730774
OND,National,tsa,-0.13666668216693514
OND,National,atl_grad,0.22293704399964342
OND,National,iod_dmi,0.5694518768716991
OND,National,wvg2,0.5650160734107081
OND,National,wvg3,0.553912791961739
OND,South,nino34,0.6493760260361676
OND,South,atl3,-0.23023701030067067
OND,South,tna,0.16750713682763824
OND,South,tsa,-0.15439790720783883
OND,South,atl_grad,0.2881842634918045
OND,South,iod_dmi,0.6268441710505059
OND,South,wvg2,0.60539672762177
OND,South,wvg3,0.5951414730196081
OND,Central,nino34,0.49268409885827824
OND,Central,atl3,-0.1804687646899438
OND,Central,tna,0.08760218897693253
OND,Central,tsa,-0.09415022364097902
OND,Central,atl_grad,0.1610851502293437
OND,Central,iod_dmi,0.4633467104751564
OND,Central,wvg2,0.4714880670103995
OND,Central,wvg3,0.4631092852687687
OND,North,nino34,0.35216475469805697
OND,North,atl3,-0.07826152290783943
OND,North,tna,-0.07504639470804086
OND,North,tsa,-0.09694494941212042
OND,North,atl_grad,-0.0005717822310310059
OND,North,iod_dmi,0.34291535258438877
OND,North,wvg2,0.38550516513669225
OND,North,wvg3,0.3697782598906245
