season,band,index,corr
JAS,Middle,iod_dmi,0.11553177524276773
JAS,Middle,wvg2,-0.17098138782977915
JAS,Middle,wvg3,-0.15426602712483287
JAS,North,nino34,-0.3074116538875403
JAS,North,atl3,0.21031762186564193
JAS,North,tna,-0.0378114120174735
JAS,North,tsa,0.22536453670251297
JAS,North,atl_grad,-0.19531254641107415
JAS,North,iod_dmi,0.03345111591988491
JAS,North,wvg2,-0.3799838965504389
JAS,North,wvg3,-0.35438691634139974
JJAS,National,nino34,-0.12509066856724502
JJAS,National,atl3,0.4426170611412815
JJAS,National,tna,0.00694445353740359
JJAS,National,tsa,0.4069586421799661
JJAS,National,atl_grad,-0.2925060265755609
JJAS,National,iod_dmi,0.19140293033585842
JJAS,National,wvg2,-0.2529536780126165
JJAS,National,wvg3,-0.2292195529832472
JJAS,South,nino34,-0.13051459142537777
JJAS,South,atl3,0.2354297696522708
JJAS,South,tna,-0.048507593786503135
JJAS,South,tsa,0.1907443813996374
JJAS,South,atl_grad,-0.18450933375660142
JJAS,South,iod_dmi,0.1858169787199952
JJAS,South,wvg2,-0.12927931354141017
JJAS,South,wvg3,-0.1279922832505749
JJAS,Middle,nino34,-0.020356386025654996
JJAS,Middle,atl3,0.47163354491744913
JJAS,Middle,tna,-0.028080220231022066
JJAS,Middle,tsa,0.4262499208059566
JJAS,Middle,atl_grad,-0.3387527374481354
JJAS,Middle,iod_dmi,0.2184756024171027
JJAS,Middle,wvg2,-0.1985506122021347
JJAS,Middle,wvg3,-0.17463199002799948
JJAS,North,nino34,-0.10526110152404701
JJAS,North,atl3,0.3064645345353044
JJAS,North,tna,0.10258428593877357
JJAS,North,tsa,0.3210115681793693
JJAS,North,atl_grad,-0.14179002806114613
JJAS,North,iod_dmi,0.012865470740395237
JJAS,North,wvg2,-0.2446865800023948
JJAS,North,wvg3,-0.21262601710965853
ASO,National,nino34,-0.23988734647453283
ASO,National,atl3,0.3758277868657841
ASO,National,tna,-0.18623379307137106
ASO,National,tsa,0.3108174689209744
ASO,National,atl_grad,-0.388003892806213
ASO,National,iod_dmi,0.23028855651205232
ASO,National,wvg2,-0.23303178085603946
ASO,National,wvg3,-0.23623285644368955
ASO,South,nino34,-0.26242730362724803
ASO,South,atl3,0.419122181208582
ASO,South,tna,-0.17045077878689643
ASO,South,tsa,0.22125842468243603
ASO,South,atl_grad,-0.31022581786053965
ASO,South,iod_dmi,0.16672392048811868
ASO,South,wvg2,-0.15116378548977275
ASO,South,wvg3,-0.1748478400534274
ASO,Middle,nino34,-0.05223336002741482
ASO,Middle,atl3,0.30956626651635
ASO,Middle,tna,-0.249973018150813
ASO,Middle,tsa,0.3182487805437572
ASO,Middle,atl_grad,-0.45053038916971044
ASO,Middle,iod_dmi,0.2577566971752761
ASO,Middle,wvg2,-0.1057336824704131
ASO,Middle,wvg3,-0.09769734212398755
ASO,North,nino34,-0.2700377301529713
ASO,North,atl3,0.1552443016886002
ASO,North,tna,-0.021934343402648483
ASO,North,tsa,0.23913382899960708
ASO,North,atl_grad,-0.18952659566244268
ASO,North,iod_dmi,0.14843499179804548
ASO,North,wvg2,-0.3500607399559309
ASO,North,wvg3,-0.3343892969797312
SON,National,nino34,-0.12458356981348619
SON,National,atl3,0.12215565122335283
SON,National,tna,-0.029798189448639604
SON,National,tsa,0.13157859810211883
SON,National,atl_grad,-0.12808332134320932
SON,National,iod_dmi,0.26985305491127914
SON,National,wvg2,-0.12897878638163765
SON,National,wvg3,-0.1486928132610286
SON,South,nino34,-0.13225233502487682
SON,South,atl3,0.18984716498208096
SON,South,tna,-0.019650750834892428
SON,South,tsa,0.13974701208163523
SON,South,atl_grad,-0.12459403399775365
SON,South,iod_dmi,0.2837745172143765
SON,South,wvg2,-0.08521536744729963
SON,South,wvg3,-0.12140845512686688
SON,Middle,nino34,-0.03378281117733618
SON,Middle,atl3,0.007191100709871186
SON,Middle,tna,-0.09073527375978886
SON,Middle,tsa,0.061960131429292124
SON,Middle,atl_grad,-0.13345902018715064
SON,Middle,iod_dmi,0.2603652609689686
SON,Middle,wvg2,-0.07025603613308258
SON,Middle,wvg3,-0.0782122773973431
SON,North,nino34,-0.16502810474422153
SON,North,atl3,0.07524614976552965
SON,North,tna,0.05393227711870738
SON,North,tsa,0.1366283635448767
SON,North,atl_grad,-0.05206249232402363
SON,North,iod_dmi,0.09571173031318658
SON,North,wvg2,-0.22667203160193342
SON,North,wvg3,-0.2177034792923146
OND,National,nino34,0.05444268746994797
OND,National,atl3,0.06009525200548218
OND,National,tna,0.02658008441481481
OND,National,tsa,0.06749442619723045
OND,National,atl_grad,-0.025454960416495455
OND,National,iod_dmi,0.3779049959476789
OND,National,wvg2,0.033956785073147366
OND,National,wvg3,0.015987036996282955
OND,South,nino34,0.03013842666978554
OND,South,atl3,0.11649368839510095
OND,South,tna,0.13221593154574127
OND,South,tsa,0.10121151824338954
OND,South,atl_grad,0.05485145055553363
OND,South,iod_dmi,0.3076490831548437
OND,South,wvg2,0.003782142028875316
OND,South,wvg3,-0.01710743053368658
OND,Middle,nino34,0.08147120327902477
OND,Middle,atl3,-0.007835144458133637
OND,Middle,tna,-0.0829079688516956
OND,Middle,tsa,0.0032081144700090614
OND,Middle,atl_grad,-0.08598720777595519
OND,Middle,iod_dmi,0.3495779297189897
OND,Middle,wvg2,0.07961189563472802
OND,Middle,wvg3,0.06592069075474259
OND,North,nino34,0.03277849481747065
OND,North,atl3,-0.02327889921160964
OND,North,tna,-0.10407484512628479
OND,North,tsa,0.04868732745485189
OND,North,atl_grad,-0.14249773781286573
OND,North,iod_dmi,0.39334212822728337
OND,North,wvg2,0.004899802473279009
OND,North,wvg3,0.001082344299933384
